;total_inflow;.t;.in_out_RZ
2024-08-01 23:55:00;0,6797463893890381;0,9930555555555556;0,6797463893890381
2024-08-02 00:00:00;0,679902970790863;0,9965277777777778;0,679902970790863
2024-08-02 00:05:00;0,680030882358551;1,0;0,680030882358551
2024-08-02 00:10:00;0,680138111114502;1,0034722222222223;0,680138111114502
2024-08-02 00:15:00;0,6802282929420471;1,0069444444444444;0,6802282929420471
2024-08-02 00:20:00;0,6803088784217834;1,0104166666666667;0,6803088784217834
2024-08-02 00:25:00;0,6803773641586304;1,0138888888888888;0,6803773641586304
2024-08-02 00:30:00;0,6804390549659729;1,0173611111111112;0,6804390549659729
2024-08-02 00:35:00;0,6805232167243958;1,0208333333333333;0,6805232167243958
2024-08-02 00:40:00;0,6805595755577087;1,0243055555555556;0,6805595755577087
2024-08-02 00:45:00;0,680558979511261;1,0277777777777777;0,680558979511261
2024-08-02 00:50:00;0,6805211305618286;1,03125;0,6805211305618286
2024-08-02 00:55:00;0,6804980635643005;1,0347222222222223;0,6804980635643005
2024-08-02 01:00:00;0,6804369688034058;1,0381944444444444;0,6804369688034058
2024-08-02 01:05:00;0,6803727746009827;1,0416666666666667;0,6803727746009827
2024-08-02 01:10:00;0,6802767515182495;1,0451388888888888;0,6802767515182495
2024-08-02 01:15:00;0,6801644563674927;1,0486111111111112;0,6801644563674927
2024-08-02 01:20:00;0,6799995303153992;1,0520833333333333;0,6799995303153992
2024-08-02 01:25:00;0,6798555254936218;1,0555555555555556;0,6798555254936218
2024-08-02 01:30:00;0,6797188520431519;1,0590277777777777;0,6797188520431519
2024-08-02 01:35:00;0,6795425415039062;1,0625;0,6795425415039062
2024-08-02 01:40:00;0,6793534159660339;1,0659722222222223;0,6793534159660339
2024-08-02 01:45:00;0,6791806817054749;1,0694444444444444;0,6791806817054749
2024-08-02 01:50:00;0,6790249943733215;1,0729166666666667;0,6790249943733215
2024-08-02 01:55:00;0,6788760423660278;1,0763888888888888;0,6788760423660278
2024-08-02 02:00:00;0,6787275075912476;1,0798611111111112;0,6787275075912476
2024-08-02 02:05:00;0,6785881519317627;1,0833333333333333;0,6785881519317627
2024-08-02 02:10:00;0,6784583926200867;1,0868055555555556;0,6784583926200867
2024-08-02 02:15:00;0,6783191561698914;1,0902777777777777;0,6783191561698914
2024-08-02 02:20:00;0,6782199144363403;1,09375;0,6782199144363403
2024-08-02 02:25:00;0,6781660318374634;1,0972222222222223;0,6781660318374634
2024-08-02 02:30:00;0,6781296730041504;1,1006944444444444;0,6781296730041504
2024-08-02 02:35:00;0,6780990958213806;1,1041666666666667;0,6780990958213806
2024-08-02 02:40:00;0,6780675649642944;1,1076388888888888;0,6780675649642944
2024-08-02 02:45:00;0,678035318851471;1,1111111111111112;0,678035318851471
2024-08-02 02:50:00;0,6779988408088684;1,1145833333333333;0,6779988408088684
2024-08-02 02:55:00;0,6779912114143372;1,1180555555555556;0,6779912114143372
2024-08-02 03:00:00;0,6779645681381226;1,1215277777777777;0,6779645681381226
2024-08-02 03:05:00;0,677954375743866;1,125;0,677954375743866
2024-08-02 03:10:00;0,6778990030288696;1,1284722222222223;0,6778990030288696
2024-08-02 03:15:00;0,6778411865234375;1,1319444444444444;0,6778411865234375
2024-08-02 03:20:00;0,6778014302253723;1,1354166666666667;0,6778014302253723
2024-08-02 03:25:00;0,6777215600013733;1,1388888888888888;0,6777215600013733
2024-08-02 03:30:00;0,6776333451271057;1,1423611111111112;0,6776333451271057
2024-08-02 03:35:00;0,6775216460227966;1,1458333333333333;0,6775216460227966
2024-08-02 03:40:00;0,6773850321769714;1,1493055555555556;0,6773850321769714
2024-08-02 03:45:00;0,6772335767745972;1,1527777777777777;0,6772335767745972
2024-08-02 03:50:00;0,6770607829093933;1,15625;0,6770607829093933
2024-08-02 03:55:00;0,6769028902053833;1,1597222222222223;0,6769028902053833
2024-08-02 04:00:00;0,6766980886459351;1,1631944444444444;0,6766980886459351
2024-08-02 04:05:00;0,6764646172523499;1,1666666666666667;0,6764646172523499
2024-08-02 04:10:00;0,6762137413024902;1,1701388888888888;0,6762137413024902
2024-08-02 04:15:00;0,6759126782417297;1,1736111111111112;0,6759126782417297
2024-08-02 04:20:00;0,6755892634391785;1,1770833333333333;0,6755892634391785
2024-08-02 04:25:00;0,6752641201019287;1,1805555555555556;0,6752641201019287
2024-08-02 04:30:00;0,6749190092086792;1,1840277777777777;0,6749190092086792
2024-08-02 04:35:00;0,6745660901069641;1,1875;0,6745660901069641
2024-08-02 04:40:00;0,6742046475410461;1,1909722222222223;0,6742046475410461
2024-08-02 04:45:00;0,6737887859344482;1,1944444444444444;0,6737887859344482
2024-08-02 04:50:00;0,67335045337677;1,1979166666666667;0,67335045337677
2024-08-02 04:55:00;0,6728891134262085;1,2013888888888888;0,6728891134262085
2024-08-02 05:00:00;0,6724521517753601;1,2048611111111112;0,6724521517753601
2024-08-02 05:05:00;0,672010600566864;1,2083333333333333;0,672010600566864
2024-08-02 05:10:00;0,6715466380119324;1,2118055555555556;0,6715466380119324
2024-08-02 05:15:00;0,6710575819015503;1,2152777777777777;0,6710575819015503
2024-08-02 05:20:00;0,6705487370491028;1,21875;0,6705487370491028
