;total_inflow;.t;.in_out_ES
2024-09-01 20:25:00;0,02706170827150345;0,8472222222222222;0,02706170827150345
2024-09-01 20:30:00;0,02731720544397831;0,8506944444444444;0,02731720544397831
2024-09-01 20:35:00;0,027573637664318085;0,8541666666666666;0,027573637664318085
2024-09-01 20:40:00;0,027830999344587326;0,8576388888888888;0,027830999344587326
2024-09-01 20:45:00;0,028089284896850586;0,8611111111111112;0,028089284896850586
2024-09-01 20:50:00;0,028348494321107864;0,8645833333333334;0,028348494321107864
2024-09-01 20:55:00;0,028608618304133415;0,8680555555555556;0,028608618304133415
2024-09-01 21:00:00;0,02886965684592724;0,8715277777777778;0,02886965684592724
2024-09-01 21:05:00;0,029131604358553886;0,875;0,029131604358553886
2024-09-01 21:10:00;0,02939445525407791;0,8784722222222222;0,02939445525407791
2024-09-01 21:15:00;0,029658207669854164;0,8819444444444444;0,029658207669854164
2024-09-01 21:20:00;0,029922857880592346;0,8854166666666666;0,029922857880592346
2024-09-01 21:25:00;0,03018840029835701;0,8888888888888888;0,03018840029835701
2024-09-01 21:30:00;0,030454831197857857;0,8923611111111112;0,030454831197857857
2024-09-01 21:35:00;0,03072214499115944;0,8958333333333334;0,03072214499115944
2024-09-01 21:40:00;0,030995383858680725;0,8993055555555556;0,030995383858680725
2024-09-01 21:45:00;0,031275320798158646;0,9027777777777778;0,031275320798158646
2024-09-01 21:50:00;0,03155618906021118;0,90625;0,03155618906021118
2024-09-01 21:55:00;0,03183798864483833;0,9097222222222222;0,03183798864483833
2024-09-01 22:00:00;0,0321207121014595;0,9131944444444444;0,0321207121014595
2024-09-01 22:05:00;0,03240435943007469;0,9166666666666666;0,03240435943007469
2024-09-01 22:10:00;0,0326889231801033;0,9201388888888888;0,0326889231801033
2024-09-01 22:15:00;0,032974399626255035;0,9236111111111112;0,032974399626255035
2024-09-01 22:20:00;0,033260785043239594;0,9270833333333334;0,033260785043239594
2024-09-01 22:25:00;0,03354807198047638;0,9305555555555556;0,03354807198047638
2024-09-01 22:30:00;0,033836256712675095;0,9340277777777778;0,033836256712675095
2024-09-01 22:35:00;0,03412533551454544;0,9375;0,03412533551454544
2024-09-01 22:40:00;0,03441530838608742;0,9409722222222222;0,03441530838608742
2024-09-01 22:45:00;0,03470616042613983;0,9444444444444444;0,03470616042613983
2024-09-01 22:50:00;0,03499789908528328;0,9479166666666666;0,03499789908528328
2024-09-01 22:55:00;0,03529050946235657;0,9513888888888888;0,03529050946235657
2024-09-01 23:00:00;0,035583995282649994;0,9548611111111112;0,035583995282649994
2024-09-01 23:05:00;0,035878345370292664;0,9583333333333334;0,035878345370292664
2024-09-01 23:10:00;0,03617355599999428;0,9618055555555556;0,03617355599999428
2024-09-01 23:15:00;0,03646962717175484;0,9652777777777778;0,03646962717175484
2024-09-01 23:20:00;0,036766428500413895;0,96875;0,036766428500413895
2024-09-01 23:25:00;0,03706389293074608;0,9722222222222222;0,03706389293074608
2024-09-01 23:30:00;0,037362195551395416;0,9756944444444444;0,037362195551395416
2024-09-01 23:35:00;0,037661340087652206;0,9791666666666666;0,037661340087652206
2024-09-01 23:40:00;0,037961311638355255;0,9826388888888888;0,037961311638355255
2024-09-01 23:45:00;0,03826211020350456;0,9861111111111112;0,03826211020350456
2024-09-01 23:50:00;0,03856373578310013;0,9895833333333334;0,03856373578310013
2024-09-01 23:55:00;0,03886617720127106;0,9930555555555556;0,03886617720127106
2024-09-02 00:00:00;0,03916943073272705;0,9965277777777778;0,03916943073272705
2024-09-02 00:05:00;0,03947349265217781;1,0;0,03947349265217781
2024-09-02 00:10:00;0,03977836295962334;1,0034722222222223;0,03977836295962334
2024-09-02 00:15:00;0,040084030479192734;1,0069444444444444;0,040084030479192734
